employee_id,age,years_at_company,monthly_income,salary_hike_percent,distance_from_home_km,training_hours_year,projects_completed,average_weekly_hours,overtime_hours,manager_rating,employee_rating,promotion_wait_years,absent_days,sick_days,travel_days_month,department,job_role,education_level,gender,marital_status,shift,work_location,manager_style,received_bonus,recent_promotion,career_change_requested,mentor_assigned,has_stock_options,uses_company_transport,left_company
2349,46,15,73187.0,20,37,29.0,15,48,8,3,4,0,5,10,13,Sales,Manager,Master,Female,Married,Flexible,Hybrid,Balanced,0,0,0,0,0,0,0
2350,31,8,62794.0,2,51,10.0,4,44,4,2,3,3,3,0,1,Sales,Lead,Bachelor,Male,Married,Day,Remote,Supportive,0,0,0,0,0,0,0
2351,50,8,66427.0,6,24,39.0,5,64,24,3,3,1,14,4,3,Research,Executive,Bachelor,Female,Divorced,Night,Office,Balanced,0,0,0,0,1,0,0
2352,52,18,91531.0,1,21,41.0,12,45,5,4,2,0,1,6,6,Marketing,Associate,Bachelor,Female,Married,Day,Hybrid,Balanced,1,1,0,1,0,0,0
2353,34,1,33079.0,20,19,17.0,7,42,2,2,4,7,17,5,11,Research,Manager,High School,Male,Single,Night,Office,Supportive,1,0,0,1,1,0,0
2354,32,12,79246.0,12,59,20.0,9,43,3,3,5,2,8,8,13,Research,Engineer,Master,Male,Single,Night,Office,Hands-off,1,0,0,1,0,0,0
2355,46,17,97254.0,2,4,43.0,11,40,0,3,4,2,2,7,3,Legal,Manager,Master,Female,Single,Day,Office,Balanced,0,0,0,1,0,0,0
2356,26,0,73838.0,0,15,62.0,4,61,21,3,4,3,5,10,8,Research,Executive,Bachelor,Male,Single,Day,Remote,Micromanager,0,0,0,1,0,0,0
2357,59,12,85583.0,17,54,57.0,10,44,4,5,1,0,8,10,11,Engineering,Associate,High School,Male,Married,Day,Hybrid,Hands-off,0,0,0,0,1,0,0
2358,21,19,89345.0,1,51,,10,52,12,1,1,2,17,2,2,Sales,Manager,Bachelor,Male,Single,Day,Office,Balanced,0,0,0,0,0,0,0
2359,48,6,59138.0,5,26,65.0,7,70,30,2,2,6,14,4,15,Marketing,Manager,Master,Male,Married,Day,Hybrid,Supportive,0,0,0,1,0,0,1
2360,32,7,47150.0,6,8,27.0,15,44,4,4,1,5,15,7,4,HR,Lead,Master,Female,Divorced,Night,Office,Hands-off,0,1,0,1,1,0,0
2361,28,0,58026.0,5,17,33.0,3,70,30,3,2,4,8,7,13,Engineering,Manager,Master,Female,Married,Flexible,Office,Supportive,0,0,0,1,0,1,0
2362,35,15,84715.0,3,42,68.0,4,31,0,2,4,4,13,8,11,Finance,Lead,Bachelor,Male,Divorced,Flexible,Hybrid,Micromanager,0,0,0,0,0,0,1
2363,30,1,55120.0,7,12,52.0,15,52,12,1,3,6,14,4,11,Operations,Executive,Master,Female,Single,Day,Office,Supportive,0,0,0,0,0,0,0
2364,60,6,,19,13,,10,68,28,1,3,6,1,10,7,Research,Analyst,Bachelor,Male,Married,Day,Office,Supportive,0,0,0,0,0,0,1
2365,57,3,58717.0,13,56,51.0,11,52,12,3,5,1,6,8,5,Legal,Engineer,Bachelor,Female,Married,Night,Office,Supportive,1,0,1,1,1,0,0
2366,30,6,47653.0,3,18,51.0,1,56,16,5,5,5,3,10,13,Engineering,Manager,Bachelor,Female,Single,Day,Office,Micromanager,1,0,0,1,1,0,0
2367,30,6,52338.0,8,32,39.0,2,39,0,1,5,4,9,4,1,Sales,Lead,Master,Male,Married,Day,Office,Balanced,0,0,0,1,0,0,0
2368,32,12,51723.0,2,14,6.0,3,70,30,4,2,2,0,4,8,Research,Engineer,Master,Male,Married,Flexible,Office,Balanced,0,0,0,0,1,0,0
2369,37,14,84034.0,8,34,64.0,6,58,18,5,3,2,0,5,0,,Lead,Master,Female,Single,Day,Office,Hands-off,0,0,0,0,1,0,0
2370,49,8,67639.0,14,58,18.0,8,38,0,1,3,0,14,9,4,Sales,Associate,Master,Female,Divorced,Day,Office,Balanced,0,0,0,1,0,0,0
2371,43,12,57806.0,4,2,61.0,15,63,23,2,4,7,4,6,5,Research,Lead,High School,Male,Married,Day,Office,,0,0,0,0,0,0,1
2372,33,10,77295.0,0,30,21.0,11,42,2,5,4,1,1,2,2,Legal,Associate,Master,Male,Married,Day,Office,Hands-off,0,0,0,0,0,0,0
2373,41,3,48756.0,13,36,3.0,10,69,29,4,3,6,19,7,9,Sales,Engineer,Bachelor,Male,Married,Flexible,Remote,Balanced,0,0,0,1,0,1,1
2374,52,11,65737.0,11,9,19.0,1,44,4,5,5,4,2,8,7,Engineering,Lead,Bachelor,Male,Married,Day,Office,,1,0,0,1,0,0,0
2375,23,2,70091.0,18,16,73.0,14,63,23,5,4,2,6,5,14,Engineering,Engineer,Master,Female,Divorced,Day,Remote,Supportive,1,1,0,0,0,0,0
2376,35,14,75315.0,7,12,1.0,9,51,11,2,4,1,4,0,8,Engineering,Analyst,Bachelor,Male,Married,Flexible,Hybrid,Supportive,0,0,1,0,0,0,0
2377,29,13,62765.0,3,50,77.0,6,50,10,3,3,4,7,0,9,Sales,Engineer,Bachelor,Male,Divorced,Day,Remote,Balanced,1,0,0,1,0,1,0
2378,57,3,51835.0,12,28,39.0,13,34,0,1,2,2,2,6,7,Sales,Executive,Bachelor,Male,Married,Day,Remote,Balanced,0,0,0,1,0,1,0
2379,36,7,57136.0,10,48,51.0,10,39,0,5,1,7,13,8,13,Engineering,Executive,Bachelor,Female,Divorced,Day,Office,Supportive,0,0,0,0,0,1,0
2380,60,16,102632.0,0,23,26.0,12,55,15,3,5,7,4,7,8,Operations,Manager,Bachelor,Female,Divorced,Day,Remote,Hands-off,0,0,0,1,1,0,1
2381,58,6,60280.0,8,1,2.0,5,40,0,4,4,0,0,3,4,Engineering,Executive,Master,Male,Divorced,Day,Remote,Micromanager,0,0,0,0,1,0,0
2382,45,10,70498.0,2,40,4.0,15,43,3,5,2,3,2,7,13,Operations,Analyst,Bachelor,Female,Married,Night,Office,Balanced,1,0,0,1,0,0,0
2383,43,10,79929.0,4,45,,1,62,22,4,1,3,18,10,4,HR,Associate,Bachelor,Male,Married,Day,Office,Micromanager,0,0,0,1,0,0,0
2384,54,9,54197.0,3,30,,5,45,5,1,4,0,8,10,7,Operations,Analyst,PhD,Male,Divorced,Day,Hybrid,Supportive,0,0,0,0,0,0,0
2385,53,12,83400.0,18,32,29.0,7,67,27,1,2,7,4,6,3,Sales,Lead,Bachelor,Male,Divorced,Day,Remote,Supportive,1,0,0,0,1,0,0
2386,28,19,88657.0,0,20,27.0,15,53,13,5,2,0,18,8,0,HR,Analyst,Bachelor,Male,Single,Flexible,Office,Supportive,0,0,0,0,0,0,0
2387,39,14,88555.0,11,33,3.0,4,44,4,1,1,1,7,4,1,Operations,Associate,PhD,Female,Married,Night,Office,Micromanager,0,0,0,1,0,0,0
2388,42,2,58632.0,7,17,69.0,13,43,3,1,4,3,5,6,10,Sales,Analyst,Bachelor,Female,Married,Day,Office,Hands-off,1,0,0,1,0,0,0
2389,21,17,95804.0,0,51,35.0,5,34,0,2,3,2,7,1,3,Operations,Analyst,Bachelor,Male,Married,Day,Hybrid,Balanced,0,0,0,1,0,0,0
2390,58,8,61963.0,6,5,63.0,8,52,12,1,3,7,20,6,15,Engineering,Engineer,Bachelor,Male,Divorced,Day,Office,Micromanager,1,1,0,1,0,0,0
2391,30,1,46149.0,5,25,23.0,1,38,0,1,4,7,16,3,5,Engineering,Executive,Master,Male,Married,Night,Remote,Supportive,1,0,0,1,0,1,0
2392,52,8,57658.0,2,22,23.0,6,39,0,3,4,0,11,10,11,Sales,Analyst,Bachelor,Male,Divorced,Night,Office,Balanced,0,0,1,0,0,0,0
2393,58,6,53184.0,19,23,52.0,14,39,0,1,1,6,12,7,14,Research,Analyst,Master,Other,Married,Day,Office,Balanced,0,0,0,0,1,0,0
2394,29,0,59841.0,2,26,62.0,2,63,23,1,5,5,20,10,8,HR,Lead,Bachelor,Female,Divorced,Day,Hybrid,Hands-off,1,0,0,1,1,0,0
2395,35,18,96799.0,11,19,24.0,12,66,26,2,2,2,15,1,8,,Lead,High School,Female,Married,Flexible,Hybrid,Balanced,1,0,0,1,0,0,0
2396,31,19,88121.0,0,27,,4,35,0,2,4,2,9,9,1,Engineering,Analyst,Master,Male,Married,Flexible,Office,Balanced,1,0,0,0,0,1,0
2397,36,20,,2,33,7.0,12,68,28,4,1,3,12,7,9,,Engineer,Bachelor,Female,Divorced,Day,Remote,Supportive,0,0,1,0,0,1,0
2398,23,13,76543.0,13,39,26.0,1,44,4,4,4,0,10,0,10,Engineering,Executive,Master,Male,Divorced,Day,Remote,Balanced,1,0,0,1,1,1,0
2399,35,10,76413.0,11,56,51.0,3,63,23,3,3,2,10,1,4,Sales,Associate,High School,Male,Married,Day,Office,Balanced,0,0,0,0,0,0,0
2400,37,0,42680.0,1,7,13.0,5,33,0,5,2,4,11,6,1,Engineering,Manager,Bachelor,Male,Single,Day,Hybrid,Supportive,1,0,0,1,0,0,0
2401,53,11,80320.0,9,19,42.0,1,66,26,4,5,1,13,5,5,Research,Associate,Master,Male,Divorced,Day,Office,Balanced,0,1,1,0,0,0,0
2402,47,15,97607.0,3,28,80.0,9,41,1,5,3,5,6,3,13,Engineering,Lead,Bachelor,Female,Single,Day,Hybrid,Balanced,1,0,0,0,1,0,0
2403,37,11,97121.0,20,56,23.0,13,53,13,4,1,3,4,9,7,Marketing,Manager,Bachelor,Male,Single,Day,Office,Supportive,1,0,0,1,1,1,0
2404,26,13,77634.0,8,56,36.0,7,51,11,1,4,7,15,6,11,Marketing,Engineer,Bachelor,Female,Married,Day,Hybrid,Hands-off,1,0,0,1,1,0,0
2405,40,7,55490.0,4,59,21.0,4,33,0,3,5,1,8,6,8,Operations,Executive,High School,Female,Married,Day,Office,Micromanager,0,0,0,0,0,1,0
2406,24,6,47557.0,1,27,,6,43,3,1,5,6,4,7,11,Engineering,Engineer,High School,Female,Married,Flexible,Office,Micromanager,0,0,0,0,1,0,1
2407,25,1,,17,51,51.0,15,50,10,4,1,6,7,6,10,,Engineer,Master,Female,Divorced,Day,Hybrid,Supportive,0,1,0,0,1,0,0
2408,45,14,84469.0,19,25,16.0,4,50,10,4,5,6,8,0,2,Engineering,Analyst,Bachelor,Female,Married,Day,Office,Balanced,0,1,0,0,0,0,0
2409,30,18,93747.0,7,48,79.0,11,45,5,4,1,5,12,3,9,Engineering,Associate,Bachelor,Male,Married,Day,Hybrid,Balanced,1,0,0,0,1,0,0
2410,50,9,75044.0,13,33,1.0,2,49,9,3,4,4,19,2,2,Legal,Executive,Bachelor,Female,Divorced,Day,Remote,Hands-off,0,1,0,0,1,1,0
2411,28,12,77437.0,10,25,30.0,8,63,23,5,3,3,7,8,11,HR,Manager,High School,Male,Married,Flexible,Office,Micromanager,0,0,0,0,0,0,0
2412,54,15,81387.0,8,48,75.0,1,42,2,4,5,3,1,0,14,Finance,Associate,Bachelor,Female,Single,Day,Hybrid,Balanced,0,0,0,1,1,0,0
2413,58,20,89984.0,4,48,78.0,15,38,0,1,5,6,11,0,14,Finance,Engineer,Master,Female,Single,Day,Office,Hands-off,0,0,0,1,0,0,1
2414,29,12,85745.0,12,8,55.0,8,47,7,3,1,0,6,1,7,Sales,Executive,Bachelor,Male,Single,Day,Remote,,1,0,0,1,1,0,0
2415,24,20,75900.0,8,54,13.0,6,52,12,5,4,2,18,1,6,Sales,Associate,High School,Female,Divorced,Day,Office,Balanced,1,0,0,0,1,0,0
2416,50,0,34531.0,5,40,63.0,4,43,3,2,5,6,18,6,12,Sales,Analyst,Master,Male,Single,Night,Hybrid,Hands-off,0,0,0,0,1,0,0
2417,44,20,93837.0,4,59,5.0,11,68,28,3,3,3,18,10,5,Engineering,Analyst,Master,Female,Married,Day,Office,Balanced,0,1,0,0,0,0,0
2418,21,19,94051.0,13,19,64.0,13,39,0,4,2,4,11,6,14,HR,Lead,Bachelor,Male,Divorced,Day,Remote,Balanced,0,0,0,0,0,0,0
2419,35,4,68067.0,17,30,53.0,12,57,17,5,4,1,19,2,15,HR,Analyst,Master,Female,Divorced,Day,Hybrid,Micromanager,1,0,1,1,1,0,0
2420,57,4,78771.0,1,12,14.0,7,47,7,5,5,2,5,7,13,Marketing,Analyst,Master,Female,Single,Day,Office,Supportive,0,0,0,1,0,0,0
2421,23,13,70559.0,11,49,42.0,9,56,16,4,4,4,10,6,9,Engineering,Analyst,Bachelor,Male,Divorced,Day,Office,Balanced,0,0,0,1,0,1,0
2422,34,3,55519.0,12,1,12.0,3,37,0,2,2,3,5,9,10,Marketing,Engineer,Master,Male,Divorced,Night,Remote,Micromanager,0,0,1,1,0,0,0
2423,26,9,75165.0,19,7,60.0,12,66,26,1,2,2,3,4,14,Finance,Engineer,Bachelor,Male,Single,Day,Remote,,1,1,0,0,0,0,0
2424,30,19,92336.0,0,12,75.0,2,41,1,5,2,2,6,6,12,Marketing,Associate,Master,Male,Single,Day,Office,Micromanager,1,0,0,1,1,0,0
2425,34,13,64826.0,18,25,1.0,10,70,30,5,3,6,11,7,8,Engineering,Manager,Bachelor,Male,Married,Day,Office,Supportive,1,0,0,1,1,1,0
2426,40,14,89165.0,6,41,28.0,15,49,9,5,2,5,15,9,8,Engineering,Engineer,High School,Male,Married,Day,Remote,Balanced,0,0,0,0,0,1,0
2427,44,0,38985.0,6,29,24.0,14,48,8,1,3,7,7,6,4,Engineering,Manager,Master,Female,Single,Day,Remote,Hands-off,0,0,0,0,0,0,0
2428,35,5,81288.0,1,42,30.0,6,48,8,2,1,7,20,10,13,Operations,Analyst,Bachelor,Female,Divorced,Day,Office,Balanced,1,0,0,0,0,0,0
2429,50,12,60777.0,18,54,50.0,11,41,1,1,1,7,9,1,0,HR,Manager,Bachelor,Male,Single,Day,Hybrid,Balanced,1,0,0,1,0,1,0
2430,36,17,81746.0,11,16,4.0,3,36,0,4,1,4,7,1,5,Research,Lead,Bachelor,Male,Single,Night,Remote,Balanced,0,0,0,1,1,0,0
2431,25,14,93977.0,3,23,44.0,1,63,23,4,3,4,13,7,15,Engineering,Analyst,Bachelor,Female,Divorced,Day,Hybrid,Supportive,1,0,0,0,1,1,0
2432,40,17,57554.0,7,22,14.0,3,45,5,4,4,4,1,3,8,Engineering,Executive,Master,Female,Divorced,Day,Hybrid,Micromanager,1,0,0,1,1,1,0
2433,26,18,101266.0,6,5,32.0,10,50,10,2,2,1,1,3,13,Sales,Lead,Bachelor,Female,Married,Day,Office,Micromanager,1,0,0,1,0,1,0
2434,34,13,50365.0,19,43,,14,53,13,3,2,3,12,1,2,Operations,Analyst,Master,Male,Married,Flexible,Remote,Supportive,0,0,0,0,0,0,0
2435,22,7,74698.0,15,5,20.0,2,49,9,3,2,6,14,10,8,Sales,Manager,Bachelor,Male,Single,Night,Remote,Balanced,0,0,0,1,1,0,0
2436,22,15,,16,11,35.0,5,41,1,3,3,4,8,9,10,Finance,Associate,Master,Male,Married,Day,Remote,Balanced,0,0,0,1,0,0,0
2437,21,5,,15,15,21.0,2,37,0,2,5,6,16,5,10,Sales,Manager,Bachelor,Female,Married,Night,Office,Balanced,0,0,0,0,0,0,0
2438,48,3,37452.0,19,50,75.0,1,37,0,4,2,0,20,5,0,Research,Lead,Bachelor,Male,Single,Flexible,Hybrid,Supportive,0,1,0,0,1,0,0
2439,46,17,96061.0,4,45,8.0,10,31,0,2,2,4,5,3,7,Engineering,Associate,Master,Female,Divorced,Day,Office,Hands-off,1,0,0,0,0,1,0
2440,59,18,84914.0,0,44,18.0,9,70,30,2,1,5,9,0,1,Sales,Manager,Bachelor,Male,Divorced,Day,Office,Micromanager,1,1,0,0,0,0,0
2441,60,20,91217.0,9,45,9.0,6,47,7,4,4,1,19,7,8,Engineering,Lead,Bachelor,Male,Divorced,Flexible,Office,Balanced,0,0,0,0,0,1,1
2442,24,6,60608.0,7,23,79.0,9,38,0,5,5,2,13,10,3,Sales,Manager,Master,Male,Single,Day,Remote,Hands-off,1,0,0,0,1,0,0
2443,54,5,42919.0,4,46,63.0,11,30,0,4,3,1,14,6,11,Legal,Manager,Bachelor,Female,Single,Day,Hybrid,Supportive,1,0,0,1,0,0,0
2444,37,14,106991.0,8,52,75.0,8,65,25,5,3,4,12,7,6,Finance,Manager,Master,Male,Divorced,Day,Office,Balanced,0,0,0,1,0,0,1
2445,42,14,62360.0,19,31,68.0,13,41,1,5,3,4,10,9,13,HR,Analyst,Master,Female,Married,Day,Office,Micromanager,1,0,0,1,1,0,0
2446,36,10,78496.0,0,9,21.0,5,49,9,3,2,5,9,4,15,,Analyst,Master,Male,Divorced,Day,Office,Supportive,1,0,0,0,0,0,0
2447,29,11,63132.0,17,54,58.0,13,51,11,5,2,6,11,2,9,Engineering,Lead,Master,Female,Married,Day,Hybrid,Balanced,1,0,0,0,0,1,0
2448,53,7,233035.0,19,17,41.0,13,31,0,3,2,1,13,5,11,Legal,Executive,Bachelor,Male,Single,Day,Office,Supportive,0,0,0,1,0,0,0
2449,58,5,57269.0,20,28,27.0,15,31,0,5,4,4,13,0,10,Engineering,Executive,Master,Male,Single,Day,Office,Balanced,0,0,0,0,0,1,0
2450,42,3,49204.0,6,39,49.0,12,45,5,5,2,0,2,8,12,Engineering,Manager,High School,Male,Divorced,Day,Remote,Balanced,0,0,0,0,0,0,0
2451,43,4,54773.0,17,8,11.0,14,51,11,5,5,6,4,10,13,Engineering,Analyst,Bachelor,Female,Married,Day,Office,Micromanager,1,0,0,0,1,0,0
2452,23,10,68435.0,15,2,32.0,8,41,1,3,2,1,20,5,10,Marketing,Lead,Bachelor,Female,Single,Night,Office,Supportive,1,0,1,1,0,1,0
2453,24,0,36626.0,5,11,41.0,12,50,10,4,1,5,3,1,8,Sales,Engineer,Master,Female,Divorced,Day,Hybrid,Balanced,1,0,1,0,0,0,0
2454,25,15,61548.0,8,25,56.0,6,37,0,1,1,6,4,1,3,Engineering,Executive,Bachelor,Male,Married,Day,Hybrid,Balanced,0,0,0,1,0,0,0
2455,44,15,90636.0,11,58,42.0,6,70,30,3,1,1,5,6,12,Research,Manager,Master,Male,Single,Day,Hybrid,Micromanager,0,1,0,1,0,1,0
2456,28,9,70240.0,15,59,38.0,5,60,20,2,2,0,6,3,15,HR,Engineer,High School,Male,Single,Day,Office,Hands-off,1,0,0,1,1,0,0
2457,29,10,78392.0,4,40,65.0,15,48,8,2,4,7,3,0,5,Engineering,Executive,Master,Female,Single,Night,Office,Balanced,0,0,0,0,0,0,0
2458,57,7,62346.0,6,30,17.0,7,67,27,4,5,7,8,6,13,Sales,Executive,Bachelor,Female,Single,Day,Office,Balanced,0,0,0,1,0,0,0
2459,22,3,35219.0,3,21,72.0,2,49,9,1,1,6,5,3,4,Engineering,Associate,Master,Male,Divorced,Day,Office,Micromanager,1,0,0,0,1,0,0
2460,36,9,48079.0,6,35,1.0,1,32,0,2,4,2,13,1,10,Engineering,Manager,Bachelor,Male,Divorced,Day,Office,Supportive,0,0,0,0,0,1,0
2461,54,12,78251.0,14,41,21.0,3,33,0,5,1,6,6,6,12,Research,Analyst,Master,Female,Single,Day,Office,Balanced,0,0,0,0,0,1,0
2462,21,15,80626.0,18,11,21.0,2,30,0,5,1,5,16,9,9,Sales,Executive,Bachelor,Male,Married,Day,Hybrid,Supportive,0,0,0,0,1,0,0
2463,60,1,64908.0,18,52,62.0,13,42,2,2,2,7,12,2,15,Sales,Analyst,Bachelor,Male,Divorced,Day,Hybrid,Supportive,1,0,0,0,0,1,0
2464,26,18,90117.0,17,53,,11,70,30,2,5,5,19,2,7,Research,Executive,Bachelor,Female,Married,Flexible,Office,Micromanager,0,0,0,1,0,0,1
2465,50,20,83644.0,12,1,21.0,8,69,29,3,3,1,17,1,6,Engineering,Engineer,PhD,Male,Divorced,Day,Office,Balanced,0,0,0,0,0,0,0
2466,59,6,64233.0,0,12,24.0,7,52,12,3,5,7,0,5,9,Engineering,Lead,Master,Female,Single,Night,Hybrid,,0,0,0,1,0,0,0
2467,45,6,48322.0,14,50,44.0,4,54,14,4,2,6,3,7,5,HR,Executive,High School,Female,Single,Day,Office,Balanced,0,0,0,0,1,0,0
2468,50,5,30255.0,17,41,53.0,1,41,1,5,4,3,16,6,10,Sales,Associate,Bachelor,Female,Single,Day,Hybrid,Supportive,1,0,0,1,0,1,0
2469,31,16,82805.0,13,16,59.0,14,62,22,5,5,7,13,7,8,,Manager,High School,Female,Divorced,Day,Office,Supportive,1,1,0,1,0,1,0
2470,43,12,61331.0,3,21,77.0,4,36,0,5,3,4,16,0,8,,Manager,Master,Male,Divorced,Night,Remote,Micromanager,0,0,0,0,0,0,0
2471,45,3,55741.0,9,37,6.0,10,55,15,4,5,3,14,4,14,Sales,Associate,Bachelor,Male,Divorced,Flexible,Office,Micromanager,1,0,0,0,1,0,0
2472,34,18,97374.0,5,20,37.0,11,61,21,5,5,5,10,0,3,HR,Analyst,Bachelor,Male,Married,Day,Remote,Supportive,0,1,0,0,0,0,0
2473,45,13,86740.0,16,5,76.0,11,60,20,1,2,7,15,0,6,Engineering,Manager,Bachelor,Female,Married,Day,Hybrid,Micromanager,0,0,0,1,0,0,0
2474,27,18,75723.0,9,46,71.0,13,52,12,4,1,5,14,4,13,Operations,Analyst,Bachelor,Female,Married,Day,Office,Balanced,0,0,0,1,1,1,0
2475,21,8,59837.0,12,58,19.0,4,41,1,1,5,7,14,0,1,Marketing,Engineer,Master,Male,Single,Flexible,Hybrid,Balanced,0,0,0,0,0,0,1
2476,32,8,55031.0,11,57,75.0,3,45,5,2,2,3,1,10,3,Engineering,Lead,Bachelor,Female,Married,Day,Office,Supportive,1,0,1,0,1,0,0
2477,30,6,53723.0,10,24,56.0,8,54,14,5,3,3,3,8,8,Sales,Analyst,Master,Female,Single,Day,Office,Balanced,1,0,0,0,0,0,0
2478,32,0,33189.0,6,14,40.0,12,69,29,2,2,4,19,0,9,Operations,Associate,Bachelor,Female,Married,Day,Office,Micromanager,0,0,0,0,0,0,0
2479,50,2,41885.0,15,55,7.0,10,63,23,5,3,4,1,5,15,Legal,Manager,Bachelor,Other,Single,Day,Office,Supportive,0,1,0,1,0,0,1
2480,22,3,72830.0,8,40,63.0,4,30,0,3,3,6,17,7,13,Operations,Engineer,Bachelor,Female,Married,Day,Office,Balanced,0,0,0,1,0,0,0
2481,47,17,97997.0,2,2,10.0,14,66,26,5,4,6,10,7,8,Legal,Executive,Master,Female,Married,Day,Office,Balanced,0,0,0,0,0,0,1
2482,42,20,103158.0,4,27,37.0,10,52,12,2,4,2,3,6,4,Sales,Manager,Master,Male,Divorced,Day,Remote,,1,1,0,1,0,0,0
2483,38,10,64758.0,2,47,79.0,7,57,17,2,1,3,17,8,9,Sales,Associate,Bachelor,Female,Single,Day,Remote,Hands-off,1,0,0,0,0,0,0
2484,37,13,65813.0,11,58,56.0,1,58,18,2,4,1,4,9,7,Finance,Analyst,Master,Male,Single,Day,Office,Balanced,1,0,0,0,0,1,0
2485,54,3,50335.0,18,26,19.0,4,47,7,4,2,5,19,7,14,Finance,Analyst,Bachelor,Female,Married,Day,Remote,Hands-off,0,0,0,0,0,1,0
2486,29,10,58825.0,15,40,57.0,2,34,0,2,3,5,12,3,6,Engineering,Engineer,Master,Female,Single,Flexible,Office,Balanced,0,0,1,1,1,0,0
2487,57,10,80264.0,11,3,60.0,11,38,0,1,2,2,13,3,11,Operations,Associate,Bachelor,Male,Divorced,Day,Office,Supportive,0,0,0,1,0,0,0
2488,36,14,76116.0,5,26,53.0,11,47,7,1,1,1,17,0,0,Sales,Lead,Bachelor,Female,Single,Day,Remote,Supportive,1,1,0,0,1,0,0
2489,33,15,77666.0,0,23,66.0,7,32,0,4,4,7,3,0,15,Engineering,Analyst,Master,Male,Single,Day,Hybrid,Supportive,1,1,0,0,0,1,0
2490,42,16,111095.0,0,57,62.0,3,34,0,1,1,3,13,1,3,Engineering,Associate,High School,Female,Divorced,Day,Office,Hands-off,0,0,0,0,1,0,0
2491,36,4,,5,42,44.0,3,59,19,1,4,5,19,2,12,Engineering,Lead,Bachelor,Female,Single,Night,Office,Balanced,0,0,0,1,1,0,1
2492,42,17,96510.0,20,34,45.0,9,34,0,4,1,6,2,4,2,Operations,Engineer,High School,Male,Married,Flexible,Office,Supportive,0,0,0,0,0,1,0
2493,30,8,79301.0,10,36,,2,31,0,5,5,7,10,5,7,Marketing,Lead,Master,Male,Divorced,Day,Office,Balanced,0,0,0,0,0,0,0
2494,31,9,67260.0,7,5,21.0,5,38,0,3,4,4,5,0,15,Operations,Lead,Bachelor,Female,Married,Day,Remote,Balanced,0,0,0,1,0,0,0
2495,23,18,83385.0,14,19,24.0,7,60,20,1,4,3,5,9,13,Sales,Associate,Bachelor,Male,Divorced,Day,Hybrid,Balanced,1,0,0,0,0,0,0
2496,28,3,49723.0,11,2,70.0,9,67,27,2,1,6,1,9,3,Engineering,Lead,Master,Female,Married,Night,Hybrid,Balanced,1,0,0,0,1,0,0
2497,34,14,66902.0,2,13,52.0,2,32,0,3,1,6,6,1,4,Marketing,Analyst,PhD,Other,Divorced,Flexible,Hybrid,Balanced,0,0,1,1,0,0,0
2498,57,4,38088.0,3,24,35.0,10,31,0,3,5,3,7,8,11,Research,Executive,Bachelor,Male,Married,Day,Hybrid,Balanced,0,0,1,0,0,1,0
2499,49,12,82474.0,17,38,78.0,13,41,1,2,5,1,16,3,15,Operations,Manager,Master,Female,Divorced,Flexible,Remote,Balanced,0,0,0,0,0,0,1
2500,30,2,39933.0,4,20,,5,38,0,3,1,5,19,6,3,Engineering,Associate,Bachelor,Male,Married,Day,Hybrid,Balanced,0,1,0,0,0,0,0
2501,24,12,70046.0,5,43,2.0,11,38,0,4,4,1,0,3,9,Sales,Associate,Master,Male,Divorced,Day,Hybrid,Micromanager,0,0,0,1,1,1,0
2502,52,9,75162.0,10,55,57.0,2,43,3,1,1,7,0,1,6,HR,Executive,Bachelor,Male,Married,Night,Office,Supportive,1,1,0,0,0,0,0
2503,52,17,106335.0,13,14,33.0,15,35,0,3,4,7,12,10,12,Engineering,Engineer,Master,Male,Divorced,Flexible,Remote,Hands-off,0,0,0,0,1,1,1
2504,39,2,47420.0,16,59,6.0,3,68,28,4,1,5,20,10,5,Engineering,Manager,PhD,Female,Married,Flexible,Remote,Supportive,1,0,0,1,1,1,0
2505,45,20,123999.0,19,4,45.0,13,30,0,1,4,6,19,10,7,Sales,Lead,Master,Female,Divorced,Day,Office,Supportive,1,0,1,1,0,0,0
2506,42,19,95938.0,15,12,16.0,5,36,0,5,4,3,19,5,8,Engineering,Executive,Master,Male,Divorced,Day,Remote,Supportive,1,0,0,1,0,1,0
2507,40,13,88760.0,8,45,28.0,15,42,2,2,5,1,1,10,14,Legal,Associate,Master,Male,Single,Day,Remote,Balanced,1,0,0,1,0,1,0
2508,46,19,75224.0,2,42,74.0,14,36,0,2,5,0,11,5,3,Operations,Engineer,Master,Male,Single,Night,Office,Balanced,0,0,0,0,0,0,0
2509,53,0,39919.0,2,47,,11,31,0,1,2,3,5,8,4,Engineering,Executive,Bachelor,Female,Married,Day,Hybrid,Supportive,0,0,1,0,0,0,0
2510,39,17,70563.0,15,33,46.0,11,35,0,4,4,2,18,5,0,Finance,Manager,Bachelor,Female,Single,Flexible,Hybrid,Balanced,1,1,0,0,0,1,0
2511,38,9,61873.0,13,31,45.0,2,31,0,3,2,4,5,3,0,Sales,Manager,Bachelor,Female,Divorced,Flexible,Remote,Supportive,1,0,0,0,1,0,0
2512,53,1,37361.0,9,39,25.0,14,51,11,3,2,4,18,9,1,Finance,Lead,Bachelor,Male,Divorced,Day,Hybrid,Balanced,0,0,0,1,0,0,1
2513,54,17,86164.0,6,1,26.0,14,51,11,4,1,0,8,8,0,HR,Lead,Master,Female,Divorced,Night,Hybrid,Balanced,1,0,0,0,0,0,0
